"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters"
"777656",2366100600,"Boraginales","Boraginaceae","Cynoglossum","Cynoglossum officinale","","SPECIES","Cynoglossum officinale L.","Cynoglossum officinale","","","Montana",46.187683,-113.31243,5
"77788",3858530802,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.014183,-112.56633,5
"830403",2517954550,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia hastata","","SPECIES","Phacelia hastata Douglas ex Lehm.","Phacelia hastata","","","Montana",46.010773,-112.557415,5
"93747",1291663659,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia linearis","","SPECIES","Phacelia linearis (Pursh) Holz.","Phacelia linearis","","","Montana",46.40472,-113.68513,5
"98406",2818736453,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.483633,-111.887316,5
"989792",4171359456,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia hastata","","SPECIES","Phacelia hastata Douglas ex Lehm.","Phacelia hastata","","","Montana",46.160336,-112.763557,9
"1006581",3109320364,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.254795,-114.243988,10
"104998",4022183412,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia franklinii","","SPECIES","Phacelia franklinii (R.Br.) A.Gray","Phacelia franklinii","","","Montana",46.161531,-112.343567,4
"1060621",2311330071,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia hastata","","SPECIES","Phacelia hastata Douglas ex Lehm.","Phacelia hastata","","","Montana",46.016125,-112.530845,4
"115714",2850629638,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia hastata","","SPECIES","Phacelia hastata Douglas ex Lehm.","Phacelia hastata","","","Montana",46.015564,-112.564863,5
"119378",3455750468,"Boraginales","Boraginaceae","Eritrichium","Eritrichium argenteum","","SPECIES","Eritrichium argenteum W.Wight","Eritrichium argenteum","","","Montana",46.512272,-114.24315,5
"122159",3307122175,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.203243,-113.298142,7
"1226242",4171330629,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia hastata","","SPECIES","Phacelia hastata Douglas ex Lehm.","Phacelia hastata","","","Montana",46.317321,-112.735985,24
"1254291",3873440346,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia lyallii","","SPECIES","Phacelia lyallii (A.Gray) Rydb.","Phacelia lyallii","","","Montana",46.299058,-113.872009,5
"128194",3902591751,"Boraginales","Boraginaceae","Myosotis","Myosotis scorpioides","","SPECIES","Myosotis scorpioides L.","Myosotis scorpioides","","","Montana",46.404666,-112.738759,4
"128414",3301869229,"Boraginales","Boraginaceae","Mertensia","Mertensia oblongifolia","","SPECIES","Mertensia oblongifolia (Nutt.) G.Don","Mertensia oblongifolia","","","Montana",46.294267,-112.18055,10
"1350681",3802565325,"Boraginales","Hydrophyllaceae","Phacelia","Phacelia hastata","","SPECIES","Phacelia hastata Douglas ex Lehm.","Phacelia hastata","","","Montana",46.014497,-112.565863,5
"1363111",4102575416,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.013067,-112.565313,10
"1412111",3859957345,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.016067,-112.565863,5
"1421592",4103175399,"Boraginales","Boraginaceae","Lithospermum","Lithospermum ruderale","","SPECIES","Lithospermum ruderale Douglas ex Lehm.","Lithospermum ruderale","","","Montana",46.014603,-112.568388,5
"143645",4414385943,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.236078,-113.763004,31
"144099",4407283872,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.035795,-113.185137,38
"144630",4171816739,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.264598,-113.801591,15
"1710011",2901723497,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.251466,-113.773689,5
"171081",2901542483,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.257867,-113.825717,5
"171091",2901525493,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.255419,-113.78542,5
"1724101",2850883334,"Celastrales","Parnassiaceae","Parnassia","Parnassia fimbriata","","SPECIES","Parnassia fimbriata Banks","Parnassia fimbriata","","","Montana",46.257113,-113.815259,30
"184657",415723095,"Cornales","Cornaceae","Cornus","Cornus sericea","sericea","SUBSPECIES","Cornus sericea subsp. sericea","Cornus sericea ssp. sericea","","Sourdough Creek","Montana",46.1505331,-111.9678524,13.76
"1890522",4080893738,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.53528,-114.096608,8
"189792",4063070526,"Cornales","Hydrangeaceae","Philadelphus","Philadelphus lewisii","","SPECIES","Philadelphus lewisii Pursh","Philadelphus lewisii","","","Montana",46.537503,-114.152497,31
"1910002",4009679396,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.397462,-113.902828,13
"193221",3985618727,"Cornales","Hydrangeaceae","Philadelphus","Philadelphus lewisii","","SPECIES","Philadelphus lewisii Pursh","Philadelphus lewisii","","","Montana",46.446422,-113.884192,4
"2011011",3902090072,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.269755,-114.262208,4
"2036861",3859773194,"Cornales","Cornaceae","Cornus","Cornus unalaschkensis","","SPECIES","Cornus unalaschkensis Ledeb.","Cornus unalaschkensis","","","Montana",46.472722,-114.24955,48
"210102",3384975893,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.239979,-114.169646,4
"210688",3355536503,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.519799,-112.793554,9
"210755",3355385523,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.208387,-113.001642,9
"210785",3355308888,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.416765,-114.22672,3
"212489",3314271377,"Cornales","Cornaceae","Cornus","Cornus unalaschkensis","","SPECIES","Cornus unalaschkensis Ledeb.","Cornus unalaschkensis","","","Montana",46.468212,-114.233003,10
"2170841",3018109596,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.308498,-114.236165,6
"2199141",2818750489,"Cornales","Cornaceae","Cornus","Cornus unalaschkensis","","SPECIES","Cornus unalaschkensis Ledeb.","Cornus unalaschkensis","","","Montana",46.068078,-114.240958,10
"224084",2465120934,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.135056,-112.958171,10
"224828",2422897506,"Cornales","Cornaceae","Cornus","Cornus sericea","","SPECIES","Cornus sericea L.","Cornus sericea","","","Montana",46.209701,-113.00558,5
"2645432",4407473451,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.437897,-111.8674,3
"275172",4062765440,"Geraniales","Geraniaceae","Erodium","Erodium cicutarium","","SPECIES","Erodium cicutarium (L.) L'Hér.","Erodium cicutarium","","","Montana",46.123121,-112.961744,21
"282581",3902652531,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.00375,-112.943092,29
"2827312",3902393346,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.15833,-112.45774,40
"287526",3772596425,"Geraniales","Geraniaceae","Erodium","Erodium cicutarium","","SPECIES","Erodium cicutarium (L.) L'Hér.","Erodium cicutarium","","","Montana",46.240948,-114.144894,26
"287991",3764184345,"Geraniales","Geraniaceae","Erodium","Erodium cicutarium","","SPECIES","Erodium cicutarium (L.) L'Hér.","Erodium cicutarium","","","Montana",46.218677,-114.144003,38
"2949181",3385010741,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.296116,-113.304813,4
"300234",3070548217,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.39047,-113.679222,32
"3006541",3067631063,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.12497,-113.420022,5
"301278",3031914827,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.39047,-113.679222,32
"3014281",3013962506,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.258086,-112.609825,10
"303034",2818767457,"Geraniales","Geraniaceae","Geranium","Geranium viscosissimum","","SPECIES","Geranium viscosissimum Fisch. & C.A.Mey.","Geranium viscosissimum","","","Montana",46.470499,-111.903856,5
"305875",2611288159,"Geraniales","Geraniaceae","Erodium","Erodium cicutarium","","SPECIES","Erodium cicutarium (L.) L'Hér.","Erodium cicutarium","","","Montana",46.023529,-114.171005,5
"308850",2311400145,"Geraniales","Geraniaceae","Geranium","Geranium richardsonii","","SPECIES","Geranium richardsonii Fisch. & Trautv.","Geranium richardsonii","","","Montana",46.094647,-112.516346,20
"4053821",4400250373,"Malvales","Malvaceae","Iliamna","Iliamna rivularis","","SPECIES","Iliamna rivularis (Douglas ex Hook.) Greene","Iliamna rivularis","","","Montana",46.443967,-113.750247,30
"4191511",4009809534,"Malvales","Malvaceae","Sphaeralcea","Sphaeralcea coccinea","","SPECIES","Sphaeralcea coccinea (Nutt.) Rydb.","Sphaeralcea coccinea","","","Montana",46.007595,-112.568403,3
"419152",4009807505,"Malvales","Malvaceae","Sphaeralcea","Sphaeralcea coccinea","","SPECIES","Sphaeralcea coccinea (Nutt.) Rydb.","Sphaeralcea coccinea","","","Montana",46.007499,-112.56855,3
"419186",4009773506,"Malvales","Malvaceae","Sphaeralcea","Sphaeralcea coccinea","","SPECIES","Sphaeralcea coccinea (Nutt.) Rydb.","Sphaeralcea coccinea","","","Montana",46.007607,-112.568435,3
"4443101",3759528520,"Malvales","Thymelaeaceae","Daphne","Daphne mezereum","","SPECIES","Daphne mezereum L.","Daphne mezereum","","","Montana",46.302886,-114.045945,15
"467961",2802794423,"Malvales","Malvaceae","Malva","Malva neglecta","","SPECIES","Malva neglecta Wallr.","Malva neglecta","","","Montana",46.482566,-114.169286,24
"494998",2366144832,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.195374,-113.162829,31
"4951242",4413779782,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.175562,-113.261214,8
"503142",4165830646,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.252686,-114.246759,6
"503883",3873486734,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.202205,-112.988426,8
"506552",3994084534,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.409051,-113.90526,6
"5082941",2311312218,"Myrtales","Onagraceae","Oenothera","Oenothera suffrutescens","","SPECIES","Oenothera suffrutescens (Ser.) W.L.Wagner & Hoch","Oenothera suffrutescens","","","Montana",46.009215,-112.593426,20
"515186",1291145422,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.269685,-114.261618,5
"516852",4171359992,"Myrtales","Lythraceae","Lythrum","Lythrum salicaria","","SPECIES","Lythrum salicaria L.","Lythrum salicaria","","","Montana",46.185126,-114.177786,8
"518100",4165534558,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.422229,-114.251315,21
"520824",4153672575,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.535245,-114.098403,6
"521629",4177328233,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.392738,-114.290017,5
"525684",2331844561,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.524883,-112.257302,19
"528032",3384374749,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.45272,-114.266395,4
"531494",2311409054,"Myrtales","Onagraceae","Epilobium","Epilobium brachycarpum","","SPECIES","Epilobium brachycarpum C.Presl","Epilobium brachycarpum","","","Montana",46.004665,-112.566958,9
"5379021",2850936913,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.210215,-113.00729,30
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539110",4413562191,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.437592,-111.878417,4
"5402951",2331915935,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.204697,-113.28675,30
"544380",4162413655,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.481899,-114.149315,6
"548167",3384054085,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.185939,-114.233436,5
"5534231",4416725478,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.232641,-113.753266,31
"553745",1586926299,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.176371,-113.276834,5
"5557651",4171771727,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.367633,-113.37078,11
"555787",3330508475,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.203633,-114.22554,8
"571013",3355122037,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.258675,-114.244697,11
"571221",2517956383,"Myrtales","Onagraceae","Oenothera","Oenothera biennis","","SPECIES","Oenothera biennis L.","Oenothera biennis","","","Montana",46.168338,-112.769611,10
"573213",3355430940,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.417012,-114.227251,3
"574805",3888819508,"Myrtales","Onagraceae","Oenothera","Oenothera villosa","","SPECIES","Oenothera villosa Thunb.","Oenothera villosa","","","Montana",46.014988,-112.568191,3
"576268",2818708461,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.327468,-114.11332,29
"578275",4399963606,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.364666,-113.697189,18
"584125",3330639745,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.301239,-113.257184,7
"585121",4162416107,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.013629,-112.538631,4
"586886",2980965660,"Myrtales","Onagraceae","Chamaenerion","Chamaenerion angustifolium","","SPECIES","Chamaenerion angustifolium (L.) Scop.","Chamaenerion angustifolium","","","Montana",46.191792,-113.20374,5
"597438",3384461505,"Nymphaeales","Nymphaeaceae","Nuphar","Nuphar polysepala","","SPECIES","Nuphar polysepala Engelm.","Nuphar polysepala","","","Montana",46.231966,-113.754487,3
"681740",4055056802,"Saxifragales","Grossulariaceae","Ribes","Ribes cereum","","SPECIES","Ribes cereum Douglas","Ribes cereum","","","Montana",46.243429,-114.168243,45
"681780",3860015726,"Saxifragales","Saxifragaceae","Boykinia","Boykinia major","","SPECIES","Boykinia major A.Gray","Boykinia major","","","Montana",46.150791,-114.267262,4
"681940",3873468837,"Saxifragales","Saxifragaceae","Pectiantia","Pectiantia pentandra","","SPECIES","Pectiantia pentandra (Hook.) Rydb.","Pectiantia pentandra","","","Montana",46.394012,-112.468483,12
"6820231",3903065949,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.399171,-112.728329,35
"686680",3067962023,"Saxifragales","Crassulaceae","Sedum","Sedum lanceolatum","","SPECIES","Sedum lanceolatum Torr.","Sedum lanceolatum","","","Montana",46.122561,-113.419062,5
"688299",3759067924,"Saxifragales","Saxifragaceae","Lithophragma","Lithophragma glabrum","","SPECIES","Lithophragma glabrum Nutt. ex Torr. & A.Gray","Lithophragma glabrum","","","Montana",46.142472,-114.125915,7
"694516",4039249447,"Saxifragales","Grossulariaceae","Ribes","Ribes viscosissimum","","SPECIES","Ribes viscosissimum Pursh","Ribes viscosissimum","","","Montana",46.271537,-114.274119,10
"6974862",4137594375,"Saxifragales","Crassulaceae","Sedum","Sedum lanceolatum","","SPECIES","Sedum lanceolatum Torr.","Sedum lanceolatum","","","Montana",46.241011,-113.5567,9
"697889",3985749680,"Saxifragales","Grossulariaceae","Ribes","Ribes hudsonianum","","SPECIES","Ribes hudsonianum Richardson","Ribes hudsonianum","","","Montana",46.394597,-112.467925,11
"703199",3966379535,"Saxifragales","Grossulariaceae","Ribes","Ribes lacustre","","SPECIES","Ribes lacustre (Pers.) Poir.","Ribes lacustre","","","Montana",46.465633,-114.212862,10
"705871",4172025087,"Saxifragales","Crassulaceae","Sedum","Sedum acre","","SPECIES","Sedum acre L.","Sedum acre","","","Montana",46.3255,-113.53115,4
"712485",3903209148,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.400216,-112.727906,16
"7136541",4129700345,"Saxifragales","Crassulaceae","Sedum","Sedum stenopetalum","","SPECIES","Sedum stenopetalum Pursh","Sedum stenopetalum","","","Montana",46.489762,-114.305533,13
"719161",1291663657,"Saxifragales","Saxifragaceae","Lithophragma","Lithophragma parviflorum","","SPECIES","Lithophragma parviflorum (Hook.) Nutt. ex Torr. & A.Gray","Lithophragma parviflorum","","","Montana",46.405024,-113.685198,5
"7211161",4417012719,"Saxifragales","Crassulaceae","Sedum","Sedum lanceolatum","","SPECIES","Sedum lanceolatum Torr.","Sedum lanceolatum","","","Montana",46.159554,-114.148562,35
"724043",3759181601,"Saxifragales","Saxifragaceae","Saxifraga","Saxifraga bronchialis","","SPECIES","Saxifraga bronchialis L.","Saxifraga bronchialis","","","Montana",46.392524,-114.290939,4
"724834",4162358634,"Saxifragales","Grossulariaceae","Ribes","Ribes nigrum","","SPECIES","Ribes nigrum L.","Ribes nigrum","","","Montana",46.317333,-114.04528,4
"727405",3986208767,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.400222,-112.727921,4
"735430",3307377723,"Saxifragales","Grossulariaceae","Ribes","Ribes viscosissimum","","SPECIES","Ribes viscosissimum Pursh","Ribes viscosissimum","","","Montana",46.394275,-114.274277,9
"736120",4076293823,"Saxifragales","Crassulaceae","Sedum","Sedum leibergii","","SPECIES","Sedum borschii (R.T.Clausen) R.T.Clausen","Sedum borschii","","","Montana",46.537687,-114.1539,30
"7386252",3988476434,"Saxifragales","Grossulariaceae","Ribes","Ribes hudsonianum","petiolare","VARIETY","Ribes hudsonianum var. petiolare (Douglas) Jancz.","Ribes hudsonianum petiolare","","","Montana",46.284273,-111.940277,31
"743349",4121331822,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.263678,-114.164515,10
"7436731",4054871825,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.243455,-114.168411,32
"7445212",3911986560,"Saxifragales","Grossulariaceae","Ribes","Ribes hudsonianum","","SPECIES","Ribes hudsonianum Richardson","Ribes hudsonianum","","","Montana",46.14977,-112.331795,4
"7476671",3986097619,"Saxifragales","Grossulariaceae","Ribes","Ribes lacustre","","SPECIES","Ribes lacustre (Pers.) Poir.","Ribes lacustre","","","Montana",46.394333,-112.466317,11
"748277",3903264058,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.400639,-112.728417,16
"751844",3988506393,"Saxifragales","Grossulariaceae","Ribes","Ribes cereum","","SPECIES","Ribes cereum Douglas","Ribes cereum","","","Montana",46.018989,-112.559372,17
"752154",3988538477,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.509033,-114.096908,35
"752397",3947675850,"Saxifragales","Saxifragaceae","Tiarella","Tiarella trifoliata","unifoliata","VARIETY","Tiarella trifoliata var. unifoliata (Hook.) Kurtz","Tiarella trifoliata unifoliata","","","Montana",46.465395,-114.212678,10
"753673",3988849458,"Saxifragales","Grossulariaceae","Ribes","Ribes cereum","","SPECIES","Ribes cereum Douglas","Ribes cereum","","","Montana",46.524942,-112.254753,27
"7591762",2366034290,"Saxifragales","Saxifragaceae","Micranthes","Micranthes odontoloma","","SPECIES","Micranthes odontoloma (Piper) A.Heller","Micranthes odontoloma","","","Montana",46.294265,-113.880506,10
"765141",4121154876,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.400123,-112.727726,9
"7729951",2311340237,"Saxifragales","Grossulariaceae","Ribes","Ribes cereum","","SPECIES","Ribes cereum Douglas","Ribes cereum","","","Montana",46.010389,-112.590352,13
"775795",3302471371,"Saxifragales","Grossulariaceae","Ribes","Ribes aureum","","SPECIES","Ribes aureum Pursh","Ribes aureum","","","Montana",46.053917,-112.796913,4
"776353",4039198760,"Saxifragales","Crassulaceae","Sedum","Sedum lanceolatum","","SPECIES","Sedum lanceolatum Torr.","Sedum lanceolatum","","","Montana",46.059203,-114.257888,4
"777740",4028764930,"Saxifragales","Saxifragaceae","Boykinia","Boykinia major","","SPECIES","Boykinia major A.Gray","Boykinia major","","","Montana",46.466175,-114.212442,10
"779325",3067917989,"Saxifragales","Saxifragaceae","Pectiantia","Pectiantia pentandra","","SPECIES","Pectiantia pentandra (Hook.) Rydb.","Pectiantia pentandra","","","Montana",46.124072,-113.4197,5
"780057",2557647883,"Saxifragales","Grossulariaceae","Ribes","Ribes viscosissimum","","SPECIES","Ribes viscosissimum Pursh","Ribes viscosissimum","","","Montana",46.269093,-114.260724,2
"787975",2641373472,"Saxifragales","Grossulariaceae","Ribes","Ribes viscosissimum","","SPECIES","Ribes viscosissimum Pursh","Ribes viscosissimum","","","Montana",46.536912,-112.066444,10
"7896591",4028681976,"Saxifragales","Saxifragaceae","Boykinia","Boykinia major","","SPECIES","Boykinia major A.Gray","Boykinia major","","","Montana",46.269358,-114.264467,4
"790193",4028756139,"Saxifragales","Crassulaceae","Sedum","Sedum lanceolatum","","SPECIES","Sedum lanceolatum Torr.","Sedum lanceolatum","","","Montana",46.511438,-114.24443,4
"8063",3321161371,"Apiales","Apiaceae","Bupleurum","Bupleurum americanum","","SPECIES","Bupleurum americanum J.M.Coult. & Rose","Bupleurum americanum","","","Montana",46.070987,-113.268433,6
"249742",176918428,"Apiales","Apiaceae","Conium","Conium maculatum","","SPECIES","Conium maculatum L.","Conium maculatum","","Sourdough Creek","Montana",46.1505331,-111.9678524,13.76
"89914",3118304516,"Apiales","Apiaceae","Lomatium","Lomatium triternatum","","SPECIES","Lomatium triternatum (Pursh) J.M.Coult. & Rose","Lomatium triternatum","","","Montana",46.305681,-114.047666,4
"1248682",3966561336,"Apiales","Apiaceae","Heracleum","Heracleum maximum","","SPECIES","Heracleum maximum W.Bartram","Heracleum maximum","","","Montana",46.135194,-112.959065,10
"1255023",3892685431,"Apiales","Apiaceae","Heracleum","Heracleum maximum","","SPECIES","Heracleum maximum W.Bartram","Heracleum maximum","","","Montana",46.494878,-112.252625,20
"1371131",4111758351,"Lamiales","Phrymaceae","Erythranthe","Erythranthe guttata","","SPECIES","Erythranthe guttata (DC.) G.L.Nesom","Erythranthe guttata","","","Montana",46.302555,-113.246933,5
"142668",2331956588,"Lamiales","Orobanchaceae","Pedicularis","Pedicularis groenlandica","","SPECIES","Pedicularis groenlandica Retz.","Pedicularis groenlandica","","","Montana",46.294639,-113.864533,5
